0,1,2,3,4,5,6,7
56.0,112.0,147.20000000000002,0,508,3023,154,1
64.0,112.0,147.20000000000002,0,509,3022,192,1
80.0,112.0,147.20000000000002,0,510,3023,26,1
96.0,112.0,147.20000000000002,0,511,3023,25,1
104.0,112.0,147.20000000000002,0,512,3023,154,1
88.0,120.0,147.20000000000002,1,513,3024,26,1
56.0,128.0,147.20000000000002,0,514,3022,154,1
72.0,128.0,147.20000000000002,1,515,3024,26,1
88.0,128.0,147.20000000000002,0,516,3022,192,1
104.0,128.0,147.20000000000002,0,517,3023,154,1
72.0,136.0,147.20000000000002,0,518,3022,37,1
64.0,144.0,147.20000000000002,0,519,3023,154,1
88.0,144.0,147.20000000000002,1,520,3024,26,1
96.0,144.0,147.20000000000002,0,521,3023,25,1
72.0,152.0,147.20000000000002,1,522,3023,2,1
56.0,160.0,147.20000000000002,1,523,3024,26,1
72.0,160.0,147.20000000000002,0,524,3022,2,1
88.0,160.0,147.20000000000002,0,525,3023,2,1
56.0,176.0,147.20000000000002,1,526,3023,154,1
104.0,176.0,147.20000000000002,1,527,3024,154,1
64.0,56.0,150.4,0,528,3023,154,1
96.0,56.0,150.4,1,529,3024,154,1
104.0,56.0,150.4,0,530,3004,154,1
56.0,64.0,150.4,1,531,3005,154,1
72.0,64.0,150.4,0,532,3022,2,1
88.0,64.0,150.4,0,533,3023,2,1
96.0,64.0,150.4,1,534,3024,25,1
112.0,64.0,150.4,0,535,3004,154,1
48.0,72.0,150.4,0,536,3004,154,1
56.0,72.0,150.4,1,537,3024,154,1
64.0,72.0,150.4,0,538,3004,26,1
96.0,72.0,150.4,1,539,3024,37,1
104.0,72.0,150.4,1,540,3005,26,1
56.0,80.0,150.4,1,541,3005,26,1
72.0,80.0,150.4,0,542,3003,26,1
88.0,88.0,150.4,1,543,3001,154,1
48.0,88.0,150.4,0,544,3003,154,1
64.0,88.0,150.4,0,545,3004,26,1
72.0,96.0,150.4,0,546,3003,26,1
88.0,96.0,150.4,1,547,3010,154,1
48.0,104.0,150.4,1,548,3005,154,1
56.0,104.0,150.4,1,549,3024,154,1
64.0,104.0,150.4,1,550,3005,26,1
88.0,104.0,150.4,0,551,3003,26,1
104.0,104.0,150.4,0,552,3023,154,1
112.0,104.0,150.4,1,553,3005,154,1
56.0,112.0,150.4,0,554,3003,154,1
72.0,112.0,150.4,0,555,3003,26,1
88.0,120.0,150.4,0,556,3003,26,1
104.0,120.0,150.4,0,557,3023,154,1
56.0,128.0,150.4,0,558,3004,154,1
64.0,128.0,150.4,1,559,3024,154,1
72.0,128.0,150.4,0,560,3003,26,1
64.0,136.0,150.4,1,561,3005,26,1
88.0,136.0,150.4,1,562,3004,26,1
104.0,136.0,150.4,1,563,3024,154,1
112.0,136.0,150.4,0,564,3004,154,1
48.0,144.0,150.4,0,565,3004,154,1
56.0,144.0,150.4,1,566,3024,154,1
64.0,144.0,150.4,1,567,3004,26,1
80.0,144.0,150.4,0,568,3003,26,1
96.0,144.0,150.4,1,569,3004,26,1
56.0,152.0,150.4,1,570,3005,26,1
64.0,152.0,150.4,0,571,3023,154,1
72.0,152.0,150.4,1,572,3024,25,1
96.0,152.0,150.4,0,573,3023,25,1
104.0,152.0,150.4,0,574,3003,154,1
48.0,160.0,150.4,0,575,3003,154,1
72.0,160.0,150.4,1,576,3024,2,1
80.0,160.0,150.4,1,577,3005,26,1
88.0,160.0,150.4,0,578,3023,2,1
64.0,168.0,150.4,1,579,3024,154,1
72.0,168.0,150.4,1,580,3005,2,1
80.0,168.0,150.4,1,581,3024,2,1
96.0,168.0,150.4,1,582,3023,154,1
112.0,168.0,150.4,1,583,3005,154,1
56.0,176.0,150.4,1,584,3004,154,1
80.0,176.0,150.4,1,585,3004,2,1
96.0,176.0,150.4,1,586,3024,154,1
104.0,176.0,150.4,1,587,3005,154,1
56.0,56.0,153.60000000000002,1,588,3024,154,1
64.0,56.0,153.60000000000002,1,589,3024,192,1
72.0,56.0,153.60000000000002,0,590,3023,2,1
80.0,56.0,153.60000000000002,0,591,3022,2,1
96.0,56.0,153.60000000000002,0,592,3023,25,1
64.0,64.0,153.60000000000002,1,593,3024,25,1
56.0,72.0,153.60000000000002,1,594,3024,154,1
72.0,72.0,153.60000000000002,1,595,3023,26,1
88.0,72.0,153.60000000000002,1,596,3023,26,1
56.0,104.0,153.60000000000002,1,597,3024,154,1
104.0,104.0,153.60000000000002,1,598,3024,26,1
104.0,112.0,153.60000000000002,0,599,3022,154,1
64.0,128.0,153.60000000000002,1,600,3024,26,1
104.0,128.0,153.60000000000002,1,601,3023,154,1
104.0,136.0,153.60000000000002,1,602,3024,154,1
56.0,144.0,153.60000000000002,1,603,3024,154,1
64.0,152.0,153.60000000000002,0,604,3023,154,1
72.0,152.0,153.60000000000002,0,605,3023,37,1
96.0,152.0,153.60000000000002,0,606,3023,25,1
88.0,160.0,153.60000000000002,0,607,3023,2,1
64.0,168.0,153.60000000000002,1,608,3024,154,1
80.0,168.0,153.60000000000002,1,609,3024,26,1
96.0,168.0,153.60000000000002,1,610,3024,25,1
104.0,168.0,153.60000000000002,1,611,3024,154,1
72.0,176.0,153.60000000000002,1,612,3024,2,1
96.0,176.0,153.60000000000002,1,613,3024,154,1
112.0,176.0,153.60000000000002,1,614,3024,154,1
56.0,56.0,156.8,1,615,3024,154,1
64.0,56.0,156.8,0,616,3023,192,1
72.0,56.0,156.8,0,617,3023,2,1
80.0,56.0,156.8,0,618,3022,2,1
96.0,56.0,156.8,0,619,3023,25,1
48.0,64.0,156.8,1,620,3024,154,1
56.0,72.0,156.8,1,621,3024,26,1
72.0,72.0,156.8,1,622,3023,26,1
88.0,72.0,156.8,1,623,3023,26,1
56.0,104.0,156.8,1,624,3024,26,1
104.0,104.0,156.8,1,625,3024,26,1
48.0,112.0,156.8,0,626,3023,154,1
104.0,112.0,156.8,1,627,3023,154,1
104.0,120.0,156.8,0,628,3022,154,1
48.0,128.0,156.8,0,629,3023,154,1
64.0,128.0,156.8,1,630,3024,26,1
104.0,136.0,156.8,1,631,3024,26,1
56.0,144.0,156.8,1,632,3024,26,1
64.0,152.0,156.8,1,633,3023,26,1
96.0,152.0,156.8,1,634,3024,26,1
64.0,160.0,156.8,0,635,3023,25,1
72.0,160.0,156.8,1,636,3024,26,1
88.0,160.0,156.8,1,637,3023,26,1
80.0,168.0,156.8,1,638,3023,26,1
96.0,168.0,156.8,0,639,3023,25,1
104.0,168.0,156.8,1,640,3024,26,1
72.0,176.0,156.8,0,641,3023,2,1
112.0,176.0,156.8,1,642,3024,154,1
80.0,184.0,156.8,1,643,3023,2,1
56.0,56.0,160.0,1,644,3004,154,1
72.0,56.0,160.0,0,645,3010,37,1
80.0,56.0,160.0,0,646,3001,2,1
96.0,56.0,160.0,1,647,3024,25,1
104.0,56.0,160.0,1,648,3005,154,1
48.0,64.0,160.0,1,649,3004,154,1
64.0,64.0,160.0,0,650,3004,26,1
96.0,64.0,160.0,0,651,3001,154,1
112.0,64.0,160.0,0,652,3004,154,1
48.0,72.0,160.0,0,653,3003,154,1
64.0,80.0,160.0,0,654,3004,26,1
112.0,80.0,160.0,0,655,3004,154,1
48.0,88.0,160.0,0,656,3003,154,1
72.0,88.0,160.0,0,657,3003,26,1
88.0,88.0,160.0,0,658,3004,26,1
120.0,88.0,160.0,1,659,3005,154,1
64.0,96.0,160.0,0,660,3004,26,1
96.0,96.0,160.0,0,661,3003,26,1
112.0,96.0,160.0,1,662,3024,154,1
120.0,96.0,160.0,0,663,3004,154,1
48.0,104.0,160.0,0,664,3003,154,1
72.0,104.0,160.0,0,665,3003,26,1
88.0,104.0,160.0,0,666,3004,26,1
112.0,104.0,160.0,0,667,3023,154,1
64.0,112.0,160.0,0,668,3004,26,1
96.0,112.0,160.0,1,669,3004,26,1
48.0,120.0,160.0,0,670,3003,154,1
72.0,120.0,160.0,0,671,3003,26,1
88.0,128.0,160.0,1,672,3001,154,1
64.0,128.0,160.0,0,673,3004,26,1
48.0,136.0,160.0,0,674,3003,154,1
72.0,136.0,160.0,0,675,3003,26,1
88.0,144.0,160.0,1,676,3001,154,1
64.0,144.0,160.0,0,677,3004,26,1
48.0,152.0,160.0,0,678,3003,154,1
72.0,152.0,160.0,0,679,3003,26,1
88.0,152.0,160.0,1,680,3004,26,1
104.0,152.0,160.0,1,681,3005,26,1
112.0,152.0,160.0,1,682,3024,154,1
120.0,152.0,160.0,1,683,3005,154,1
64.0,160.0,160.0,0,684,3004,26,1
88.0,160.0,160.0,1,685,3010,154,1
48.0,168.0,160.0,0,686,3003,154,1
72.0,168.0,160.0,1,687,3004,26,1
88.0,168.0,160.0,1,688,3005,26,1
96.0,168.0,160.0,1,689,3024,154,1
104.0,168.0,160.0,0,690,3003,154,1
64.0,176.0,160.0,1,691,3024,25,1
72.0,176.0,160.0,1,692,3024,2,1
80.0,176.0,160.0,1,693,3005,26,1
88.0,176.0,160.0,1,694,3024,2,1
96.0,176.0,160.0,1,695,3024,25,1
72.0,184.0,160.0,1,696,3004,2,1
88.0,184.0,160.0,1,697,3005,2,1
96.0,184.0,160.0,1,698,3024,2,1
96.0,56.0,163.20000000000002,1,699,3024,25,1
112.0,96.0,163.20000000000002,1,700,3024,26,1
112.0,104.0,163.20000000000002,0,701,3023,154,1
120.0,112.0,163.20000000000002,0,702,3023,154,1
120.0,144.0,163.20000000000002,1,703,3024,154,1
112.0,152.0,163.20000000000002,1,704,3024,26,1
120.0,160.0,163.20000000000002,1,705,3024,154,1
96.0,168.0,163.20000000000002,1,706,3024,26,1
64.0,176.0,163.20000000000002,0,707,3023,25,1
72.0,176.0,163.20000000000002,1,708,3024,2,1
88.0,176.0,163.20000000000002,1,709,3023,25,1
56.0,184.0,163.20000000000002,1,710,3024,154,1
96.0,184.0,163.20000000000002,1,711,3024,2,1
104.0,184.0,163.20000000000002,1,712,3024,154,1
96.0,56.0,166.4,1,713,3024,192,1
112.0,96.0,166.4,1,714,3024,26,1
112.0,104.0,166.4,0,715,3023,26,1
120.0,112.0,166.4,0,716,3023,154,1
120.0,128.0,166.4,1,717,3024,154,1
120.0,144.0,166.4,1,718,3024,154,1
112.0,152.0,166.4,1,719,3024,26,1
120.0,160.0,166.4,1,720,3024,154,1
96.0,168.0,166.4,0,721,3023,154,1
64.0,176.0,166.4,1,722,3023,154,1
88.0,176.0,166.4,1,723,3024,26,1
56.0,184.0,166.4,1,724,3024,154,1
64.0,184.0,166.4,1,725,3024,25,1
96.0,184.0,166.4,1,726,3024,37,1
104.0,184.0,166.4,1,727,3024,154,1
72.0,192.0,166.4,1,728,3024,2,1
80.0,192.0,166.4,1,729,3023,2,1
56.0,56.0,169.60000000000002,1,730,3004,154,1
72.0,56.0,169.60000000000002,1,731,3024,37,1
80.0,56.0,169.60000000000002,1,732,3005,2,1
88.0,56.0,169.60000000000002,0,733,3010,2,1
96.0,56.0,169.60000000000002,1,734,3024,192,1
104.0,56.0,169.60000000000002,1,735,3005,154,1
48.0,64.0,169.60000000000002,1,736,3024,154,1
56.0,64.0,169.60000000000002,1,737,3010,154,1
96.0,64.0,169.60000000000002,0,738,3004,26,1
104.0,64.0,169.60000000000002,0,739,3003,154,1
48.0,72.0,169.60000000000002,1,740,3005,154,1
56.0,72.0,169.60000000000002,1,741,3024,26,1
64.0,72.0,169.60000000000002,1,742,3004,26,1
80.0,72.0,169.60000000000002,0,743,3004,26,1
48.0,80.0,169.60000000000002,1,744,3010,154,1
96.0,80.0,169.60000000000002,0,745,3004,26,1
104.0,80.0,169.60000000000002,0,746,3003,154,1
48.0,96.0,169.60000000000002,1,747,3001,154,1
80.0,88.0,169.60000000000002,0,748,3003,26,1
120.0,88.0,169.60000000000002,1,749,3024,154,1
96.0,96.0,169.60000000000002,0,750,3003,26,1
112.0,96.0,169.60000000000002,1,751,3024,26,1
120.0,96.0,169.60000000000002,1,752,3005,154,1
48.0,112.0,169.60000000000002,1,753,3001,154,1
80.0,104.0,169.60000000000002,0,754,3003,26,1
112.0,104.0,169.60000000000002,0,755,3003,154,1
96.0,112.0,169.60000000000002,0,756,3003,26,1
48.0,128.0,169.60000000000002,1,757,3001,154,1
80.0,120.0,169.60000000000002,0,758,3003,26,1
112.0,120.0,169.60000000000002,1,759,3005,26,1
120.0,120.0,169.60000000000002,0,760,3004,154,1
96.0,128.0,169.60000000000002,0,761,3004,26,1
104.0,128.0,169.60000000000002,1,762,3005,26,1
112.0,128.0,169.60000000000002,1,763,3024,26,1
48.0,144.0,169.60000000000002,1,764,3001,154,1
80.0,136.0,169.60000000000002,0,765,3003,26,1
104.0,136.0,169.60000000000002,0,766,3003,154,1
120.0,136.0,169.60000000000002,0,767,3023,154,1
96.0,144.0,169.60000000000002,0,768,3004,26,1
48.0,160.0,169.60000000000002,1,769,3001,154,1
80.0,152.0,169.60000000000002,0,770,3003,26,1
104.0,152.0,169.60000000000002,1,771,3005,26,1
112.0,152.0,169.60000000000002,1,772,3024,26,1
120.0,152.0,169.60000000000002,0,773,3004,154,1
96.0,160.0,169.60000000000002,0,774,3004,26,1
104.0,160.0,169.60000000000002,0,775,3003,154,1
48.0,168.0,169.60000000000002,0,776,3004,154,1
56.0,168.0,169.60000000000002,1,777,3004,26,1
72.0,168.0,169.60000000000002,0,778,3003,26,1
88.0,168.0,169.60000000000002,0,779,3004,26,1
56.0,176.0,169.60000000000002,1,780,3024,154,1
64.0,176.0,169.60000000000002,0,781,3004,25,1
96.0,176.0,169.60000000000002,0,782,3004,2,1
104.0,176.0,169.60000000000002,1,783,3005,26,1
112.0,176.0,169.60000000000002,0,784,3004,154,1
56.0,184.0,169.60000000000002,1,785,3005,154,1
72.0,184.0,169.60000000000002,1,786,3024,2,1
80.0,184.0,169.60000000000002,1,787,3005,26,1
88.0,184.0,169.60000000000002,1,788,3024,2,1
104.0,184.0,169.60000000000002,1,789,3024,154,1
72.0,192.0,169.60000000000002,1,790,3004,2,1
88.0,192.0,169.60000000000002,1,791,3004,2,1
72.0,56.0,172.8,1,792,3024,25,1
96.0,56.0,172.8,1,793,3024,192,1
48.0,64.0,172.8,1,794,3024,154,1
56.0,72.0,172.8,1,795,3024,26,1
112.0,96.0,172.8,1,796,3024,154,1
112.0,128.0,172.8,1,797,3024,26,1
120.0,136.0,172.8,1,798,3024,154,1
112.0,152.0,172.8,1,799,3024,154,1
56.0,176.0,172.8,1,800,3024,154,1
72.0,184.0,172.8,1,801,3024,26,1
88.0,184.0,172.8,1,802,3024,26,1
104.0,184.0,172.8,1,803,3024,25,1
64.0,192.0,172.8,1,804,3024,2,1
80.0,48.0,176.0,1,805,3024,2,1
72.0,56.0,176.0,1,806,3024,25,1
96.0,56.0,176.0,1,807,3024,154,1
56.0,72.0,176.0,1,808,3024,154,1
112.0,96.0,176.0,1,809,3024,154,1
112.0,128.0,176.0,1,810,3024,154,1
112.0,152.0,176.0,1,811,3024,154,1
56.0,176.0,176.0,1,812,3024,26,1
48.0,184.0,176.0,1,813,3024,154,1
72.0,184.0,176.0,1,814,3024,26,1
88.0,184.0,176.0,1,815,3024,26,1
104.0,184.0,176.0,1,816,3024,192,1
64.0,192.0,176.0,1,817,3024,2,1
104.0,192.0,176.0,1,818,3024,25,1
72.0,48.0,179.20000000000002,1,819,3024,2,1
80.0,48.0,179.20000000000002,0,820,3004,2,1
88.0,48.0,179.20000000000002,1,821,3024,2,1
56.0,56.0,179.20000000000002,0,822,3003,154,1
72.0,56.0,179.20000000000002,1,823,3024,25,1
88.0,56.0,179.20000000000002,1,824,3024,25,1
96.0,56.0,179.20000000000002,1,825,3004,154,1
72.0,64.0,179.20000000000002,1,826,3005,26,1
80.0,64.0,179.20000000000002,1,827,3004,26,1
96.0,64.0,179.20000000000002,0,828,3004,26,1
104.0,64.0,179.20000000000002,0,829,3003,154,1
48.0,72.0,179.20000000000002,0,830,3004,154,1
56.0,72.0,179.20000000000002,1,831,3010,154,1
88.0,72.0,179.20000000000002,0,832,3004,26,1
56.0,80.0,179.20000000000002,1,833,3024,26,1
64.0,80.0,179.20000000000002,1,834,3004,26,1
80.0,80.0,179.20000000000002,0,835,3004,26,1
96.0,80.0,179.20000000000002,0,836,3004,26,1
104.0,80.0,179.20000000000002,0,837,3003,154,1
48.0,96.0,179.20000000000002,1,838,3001,154,1
88.0,88.0,179.20000000000002,0,839,3004,26,1
80.0,96.0,179.20000000000002,0,840,3004,26,1
96.0,96.0,179.20000000000002,0,841,3004,26,1
104.0,96.0,179.20000000000002,0,842,3003,154,1
48.0,112.0,179.20000000000002,1,843,3001,154,1
88.0,104.0,179.20000000000002,0,844,3004,26,1
120.0,104.0,179.20000000000002,0,845,3023,154,1
80.0,112.0,179.20000000000002,0,846,3004,26,1
96.0,112.0,179.20000000000002,1,847,3004,26,1
112.0,112.0,179.20000000000002,1,848,3024,26,1
48.0,128.0,179.20000000000002,1,849,3001,154,1
88.0,120.0,179.20000000000002,0,850,3003,26,1
104.0,120.0,179.20000000000002,0,851,3003,154,1
120.0,120.0,179.20000000000002,1,852,3024,154,1
80.0,128.0,179.20000000000002,0,853,3004,26,1
48.0,144.0,179.20000000000002,1,854,3001,154,1
88.0,136.0,179.20000000000002,0,855,3003,26,1
104.0,136.0,179.20000000000002,0,856,3003,154,1
80.0,144.0,179.20000000000002,0,857,3004,26,1
48.0,152.0,179.20000000000002,1,858,3010,154,1
88.0,152.0,179.20000000000002,0,859,3003,26,1
104.0,152.0,179.20000000000002,0,860,3003,154,1
48.0,160.0,179.20000000000002,0,861,3001,154,1
64.0,160.0,179.20000000000002,1,862,3005,26,1
72.0,160.0,179.20000000000002,1,863,3004,26,1
64.0,168.0,179.20000000000002,0,864,3010,25,1
72.0,168.0,179.20000000000002,0,865,3001,2,1
88.0,168.0,179.20000000000002,0,866,3001,2,1
104.0,168.0,179.20000000000002,0,867,3003,154,1
104.0,184.0,179.20000000000002,1,868,3004,154,1
104.0,192.0,179.20000000000002,1,869,3024,25,1
72.0,48.0,182.4,1,870,3024,2,1
88.0,48.0,182.4,1,871,3024,2,1
72.0,56.0,182.4,1,872,3024,25,1
88.0,56.0,182.4,1,873,3024,25,1
56.0,80.0,182.4,1,874,3024,26,1
120.0,104.0,182.4,1,875,3024,154,1
112.0,112.0,182.4,1,876,3023,154,1
56.0,192.0,182.4,1,877,3024,154,1
104.0,192.0,182.4,1,878,3024,192,1
80.0,16.0,185.60000000000002,1,879,3024,2,1
72.0,24.0,185.60000000000002,0,880,3022,2,1
88.0,24.0,185.60000000000002,0,881,3023,2,1
72.0,40.0,185.60000000000002,1,882,3024,37,1
80.0,40.0,185.60000000000002,1,883,3023,2,1
72.0,48.0,185.60000000000002,1,884,3024,25,1
88.0,48.0,185.60000000000002,1,885,3024,37,1
72.0,56.0,185.60000000000002,1,886,3024,154,1
88.0,56.0,185.60000000000002,1,887,3024,154,1
56.0,80.0,185.60000000000002,1,888,3024,154,1
112.0,112.0,185.60000000000002,1,889,3024,154,1
56.0,192.0,185.60000000000002,1,890,3024,154,1
104.0,192.0,185.60000000000002,1,891,3024,154,1
80.0,8.0,188.8,0,892,3023,2,1
72.0,16.0,188.8,0,893,3023,25,1
88.0,16.0,188.8,1,894,3024,2,1
80.0,24.0,188.8,1,895,3024,2,1
88.0,24.0,188.8,1,896,3024,25,1
72.0,32.0,188.8,0,897,3003,154,1
88.0,32.0,188.8,1,898,3024,192,1
88.0,40.0,188.8,0,899,3004,154,1
72.0,48.0,188.8,0,900,3003,154,1
64.0,56.0,188.8,1,901,3024,154,1
88.0,56.0,188.8,1,902,3004,154,1
104.0,56.0,188.8,1,903,3024,154,1
56.0,64.0,188.8,1,904,3004,154,1
72.0,64.0,188.8,1,905,3024,26,1
80.0,64.0,188.8,0,906,3003,26,1
96.0,64.0,188.8,0,907,3023,26,1
104.0,64.0,188.8,0,908,3004,154,1
56.0,72.0,188.8,0,909,3004,154,1
64.0,72.0,188.8,1,910,3024,26,1
72.0,72.0,188.8,1,911,3005,26,1
112.0,72.0,188.8,0,912,3023,154,1
48.0,80.0,188.8,0,913,3023,154,1
64.0,80.0,188.8,1,914,3005,26,1
72.0,80.0,188.8,0,915,3003,26,1
88.0,80.0,188.8,0,916,3003,26,1
104.0,80.0,188.8,0,917,3023,26,1
56.0,88.0,188.8,1,918,3004,154,1
112.0,88.0,188.8,0,919,3004,154,1
48.0,96.0,188.8,0,920,3004,154,1
56.0,96.0,188.8,0,921,3023,26,1
64.0,96.0,188.8,1,922,3004,26,1
80.0,96.0,188.8,1,923,3004,26,1
96.0,96.0,188.8,1,924,3004,26,1
64.0,104.0,188.8,0,925,3004,26,1
72.0,104.0,188.8,0,926,3003,26,1
88.0,112.0,188.8,1,927,3001,154,1
48.0,112.0,188.8,0,928,3004,154,1
56.0,112.0,188.8,0,929,3023,26,1
64.0,120.0,188.8,0,930,3004,26,1
72.0,120.0,188.8,0,931,3003,26,1
88.0,120.0,188.8,0,932,3003,26,1
104.0,120.0,188.8,0,933,3023,26,1
112.0,120.0,188.8,0,934,3004,154,1
48.0,128.0,188.8,1,935,3023,154,1
48.0,136.0,188.8,0,936,3023,154,1
56.0,136.0,188.8,0,937,3003,154,1
72.0,136.0,188.8,0,938,3003,26,1
88.0,136.0,188.8,0,939,3003,26,1
104.0,136.0,188.8,0,940,3023,26,1
112.0,136.0,188.8,0,941,3004,154,1
48.0,152.0,188.8,0,942,3023,154,1
56.0,152.0,188.8,1,943,3005,154,1
64.0,152.0,188.8,1,944,3024,26,1
72.0,152.0,188.8,0,945,3003,26,1
88.0,152.0,188.8,0,946,3003,26,1
104.0,152.0,188.8,0,947,3023,26,1
112.0,152.0,188.8,0,948,3004,154,1
56.0,160.0,188.8,0,949,3023,26,1
64.0,160.0,188.8,0,950,3004,26,1
48.0,168.0,188.8,0,951,3004,154,1
72.0,168.0,188.8,0,952,3010,2,1
80.0,168.0,188.8,0,953,3004,26,1
88.0,176.0,188.8,1,954,3001,154,1
56.0,176.0,188.8,1,955,3024,26,1
64.0,176.0,188.8,0,956,3004,26,1
48.0,184.0,188.8,1,957,3004,154,1
80.0,184.0,188.8,1,958,3010,154,1
112.0,184.0,188.8,1,959,3005,154,1
56.0,192.0,188.8,1,960,3005,154,1
64.0,192.0,188.8,1,961,3024,25,1
80.0,192.0,188.8,1,962,3004,2,1
96.0,192.0,188.8,1,963,3005,25,1
104.0,192.0,188.8,1,964,3005,154,1
80.0,8.0,192.0,1,965,3023,25,1
72.0,16.0,192.0,1,966,3024,192,1
80.0,16.0,192.0,0,967,3023,2,1
88.0,16.0,192.0,1,968,3024,192,1
72.0,24.0,192.0,1,969,3024,154,1
88.0,24.0,192.0,0,970,3023,154,1
64.0,56.0,192.0,1,971,3024,154,1
72.0,64.0,192.0,1,972,3024,26,1
96.0,64.0,192.0,0,973,3023,154,1
64.0,72.0,192.0,1,974,3024,26,1
112.0,72.0,192.0,0,975,3023,154,1
104.0,80.0,192.0,0,976,3023,154,1
48.0,88.0,192.0,1,977,3024,154,1
56.0,96.0,192.0,0,978,3023,154,1
56.0,112.0,192.0,1,979,3024,26,1
56.0,120.0,192.0,0,980,3023,154,1
104.0,120.0,192.0,0,981,3023,26,1
48.0,128.0,192.0,0,982,3023,154,1
104.0,136.0,192.0,0,983,3023,26,1
64.0,152.0,192.0,1,984,3024,26,1
104.0,152.0,192.0,0,985,3023,26,1
48.0,160.0,192.0,1,986,3024,154,1
56.0,160.0,192.0,0,987,3023,154,1
56.0,176.0,192.0,1,988,3024,26,1
64.0,192.0,192.0,1,989,3024,192,1
80.0,0.0,195.20000000000002,1,990,3023,154,1
72.0,8.0,195.20000000000002,1,991,3023,154,1
88.0,8.0,195.20000000000002,0,992,3023,154,1
72.0,16.0,195.20000000000002,0,993,3022,154,1
88.0,24.0,195.20000000000002,0,994,3023,154,1
72.0,64.0,195.20000000000002,1,995,3024,154,1
96.0,64.0,195.20000000000002,0,996,3023,154,1
64.0,72.0,195.20000000000002,1,997,3024,154,1
104.0,80.0,195.20000000000002,0,998,3023,154,1
56.0,96.0,195.20000000000002,1,999,3024,154,1
56.0,104.0,195.20000000000002,0,1000,3023,154,1
56.0,120.0,195.20000000000002,0,1001,3023,154,1
104.0,120.0,195.20000000000002,0,1002,3023,154,1
104.0,136.0,195.20000000000002,0,1003,3023,154,1
64.0,152.0,195.20000000000002,1,1004,3024,154,1
104.0,152.0,195.20000000000002,0,1005,3023,154,1
56.0,160.0,195.20000000000002,1,1006,3024,154,1
56.0,168.0,195.20000000000002,0,1007,3023,154,1
